Date,Flight Number,Destination,Delay,Month
6/14/15,1247,SAN,18,June
6/14/15,1250,IAH,3,June
6/14/15,1255,ORD,2,June
6/14/15,1257,ANC,2,June
6/14/15,1263,EWR,10,June
6/14/15,1268,IAD,18,June
6/14/15,1273,OGG,-2,June
6/14/15,1298,DEN,1,June
6/14/15,1449,LAS,-2,June
6/14/15,1456,RDU,7,June
6/14/15,1457,IAH,5,June
6/14/15,1460,EWR,-4,June
6/14/15,1474,DEN,-4,June
6/14/15,1521,SEA,2,June
6/14/15,1531,SNA,7,June
6/14/15,1564,LAS,-1,June
6/14/15,1579,LAX,10,June
6/14/15,1581,OGG,-3,June
6/14/15,1586,ORD,6,June
6/14/15,1600,IAD,12,June
6/14/15,1602,ATL,4,June
6/14/15,1608,EWR,10,June
6/14/15,1614,LAS,10,June
6/14/15,1616,SEA,77,June
6/14/15,1633,SAN,1,June
6/14/15,1635,DEN,39,June
6/14/15,1662,BOS,2,June
6/14/15,1668,ORD,3,June
6/14/15,1670,HNL,24,June
6/14/15,1681,PDX,70,June
6/14/15,1684,LIH,-3,June
6/14/15,1692,EWR,16,June
6/14/15,1699,ATL,4,June
6/14/15,1700,DEN,2,June
6/14/15,1710,LAX,-1,June
6/14/15,1721,KOA,-1,June
6/14/15,1723,KOA,-3,June
6/14/15,1725,OGG,4,June
6/14/15,1727,ORD,0,June
6/14/15,1731,BOS,41,June
6/14/15,1748,SEA,24,June
6/14/15,1751,LAS,16,June
6/14/15,1753,MCO,2,June
6/14/15,1754,EWR,74,June
6/14/15,1914,IAH,12,June
6/14/15,1922,EWR,-1,June
6/14/15,1925,IAD,7,June
6/14/15,1927,IAH,128,June
6/14/15,1928,ORD,22,June
6/14/15,1935,PDX,70,June
6/14/15,1937,IAH,5,June
6/14/15,1942,SAN,0,June
6/14/15,1944,EWR,131,June
6/14/15,1946,BOS,-1,June
6/14/15,1947,PHL,7,June
6/14/15,1950,CLE,5,June
6/14/15,1957,MCO,5,June
6/14/15,1960,LAX,9,June
6/14/15,1964,SEA,-2,June
6/14/15,1975,FLL,-2,June
6/14/15,2000,PHX,-6,June
6/15/15,3,SAN,101,June
6/15/15,72,EWR,44,June
6/15/15,73,HNL,9,June
6/15/15,209,LAX,18,June
6/15/15,222,LAX,-1,June
6/15/15,230,AUS,-4,June
6/15/15,255,DEN,77,June
6/15/15,256,AUS,4,June
6/15/15,267,PHL,158,June
6/15/15,273,SEA,-6,June
6/15/15,294,STL,130,June
6/15/15,300,HNL,12,June
6/15/15,311,PHX,209,June
6/15/15,318,DEN,-1,June
6/15/15,322,SEA,26,June
6/15/15,325,BOS,-1,June
6/15/15,331,DEN,94,June
6/15/15,349,EWR,1,June
6/15/15,354,IAH,-1,June
6/15/15,358,PDX,-1,June
6/15/15,361,LIH,-6,June
6/15/15,362,PIT,48,June
6/15/15,382,SEA,-4,June
6/15/15,390,ORD,0,June
6/15/15,392,LAS,2,June
6/15/15,394,LAS,102,June
6/15/15,408,IAD,56,June
6/15/15,427,OGG,18,June
6/15/15,438,ORD,0,June
6/15/15,444,BOS,7,June
6/15/15,455,BOS,16,June
6/15/15,464,PDX,-5,June
6/15/15,468,PHX,-6,June
6/15/15,489,ORD,141,June
6/15/15,500,IAD,39,June
6/15/15,502,JFK,-3,June
6/15/15,522,PDX,0,June
6/15/15,560,DFW,0,June
6/15/15,568,EWR,-4,June
6/15/15,572,ORD,90,June
6/15/15,587,SNA,0,June
6/15/15,595,PDX,138,June
6/15/15,611,SEA,-2,June
6/15/15,620,ORD,19,June
6/15/15,624,ORD,12,June
6/15/15,637,JFK,75,June
6/15/15,663,HNL,13,June
6/15/15,671,DEN,8,June
6/15/15,698,MCO,36,June
6/15/15,704,JFK,-1,June
6/15/15,710,DEN,25,June
6/15/15,718,IAH,83,June
6/15/15,736,EWR,148,June
6/15/15,751,SEA,-1,June
6/15/15,758,JFK,6,June
6/15/15,759,EWR,111,June
6/15/15,760,JFK,41,June
6/15/15,778,ORD,31,June
6/15/15,816,LAX,298,June
6/15/15,824,JFK,7,June
6/15/15,864,BOS,44,June
6/15/15,898,JFK,3,June
6/15/15,1060,IAH,88,June
6/15/15,1062,MSP,14,June
6/15/15,1073,BOS,246,June
6/15/15,1074,ORD,17,June
6/15/15,1076,BOS,11,June
6/15/15,1087,BWI,84,June
6/15/15,1089,DEN,-3,June
6/15/15,1106,MCO,5,June
6/15/15,1111,EWR,-3,June
6/15/15,1118,EWR,0,June
6/15/15,1120,IAH,6,June
6/15/15,1122,HNL,138,June
6/15/15,1124,LAS,15,June
6/15/15,1132,DFW,4,June
6/15/15,1135,RDU,33,June
6/15/15,1136,LAX,13,June
6/15/15,1149,IAD,25,June
6/15/15,1156,EWR,2,June
6/15/15,1182,LAX,19,June
6/15/15,1185,EWR,-2,June
6/15/15,1187,EWR,18,June
6/15/15,1197,IAH,112,June
6/15/15,1199,SEA,43,June
6/15/15,1215,DEN,-1,June
6/15/15,1216,IAH,-3,June
6/15/15,1245,EWR,9,June
6/15/15,1247,SAN,0,June
6/15/15,1250,IAH,0,June
6/15/15,1257,ANC,85,June
6/15/15,1263,EWR,116,June
6/15/15,1273,OGG,0,June
6/15/15,1284,ORD,160,June
6/15/15,1401,SAN,126,June
6/15/15,1440,IAD,8,June
6/15/15,1449,LAS,-6,June
6/15/15,1456,EWR,16,June
6/15/15,1497,SEA,0,June
6/15/15,1521,SEA,77,June
6/15/15,1526,DEN,4,June
6/15/15,1531,RDU,67,June
6/15/15,1547,ORD,77,June
6/15/15,1556,PDX,98,June
6/15/15,1563,ORD,-1,June
6/15/15,1564,LAS,52,June
6/15/15,1579,LAX,8,June
6/15/15,1581,OGG,9,June
6/15/15,1583,EWR,49,June
6/15/15,1586,ORD,5,June
6/15/15,1600,IAD,44,June
6/15/15,1602,ATL,16,June
6/15/15,1606,ORD,248,June
6/15/15,1614,LAS,48,June
6/15/15,1616,SEA,21,June
6/15/15,1635,DEN,31,June
6/15/15,1637,SEA,18,June
6/15/15,1645,IAD,6,June
6/15/15,1662,BOS,19,June
6/15/15,1668,ORD,29,June
6/15/15,1670,HNL,100,June
6/15/15,1671,SAN,21,June
6/15/15,1673,IAD,15,June
6/15/15,1681,CLE,91,June
6/15/15,1683,EWR,11,June
6/15/15,1684,LIH,23,June
6/15/15,1686,DCA,52,June
6/15/15,1710,LAX,21,June
6/15/15,1717,ORD,20,June
6/15/15,1721,KOA,54,June
6/15/15,1723,KOA,125,June
6/15/15,1725,OGG,9,June
6/15/15,1727,IND,44,June
6/15/15,1728,ATL,0,June
6/15/15,1742,LAS,0,June
6/15/15,1743,LAX,-5,June
6/15/15,1748,AUS,10,June
6/15/15,1751,LAS,-2,June
6/15/15,1753,MCO,15,June
6/15/15,1756,LAX,47,June
6/15/15,1900,SAN,-1,June
6/15/15,1912,SNA,93,June
6/15/15,1914,IAH,29,June
6/15/15,1922,EWR,39,June
6/15/15,1925,IAD,200,June
6/15/15,1927,IAH,13,June
6/15/15,1937,IAH,10,June
6/15/15,1939,IAD,6,June
6/15/15,1942,SAN,5,June
6/15/15,1946,BOS,-4,June
6/15/15,1947,PHL,100,June
6/15/15,1950,CLE,19,June
6/15/15,1957,IAD,8,June
6/15/15,1960,LAX,0,June
6/15/15,1964,SEA,5,June
6/15/15,1975,FLL,0,June
6/15/15,2000,PHX,-3,June
6/16/15,3,SAN,39,June
6/16/15,72,EWR,8,June
6/16/15,73,HNL,9,June
6/16/15,209,LAX,23,June
6/16/15,222,LAX,0,June
6/16/15,230,AUS,-3,June
6/16/15,255,DEN,0,June
6/16/15,256,AUS,46,June
6/16/15,267,PHL,71,June
6/16/15,273,SEA,-6,June
6/16/15,294,STL,0,June
6/16/15,300,HNL,76,June
6/16/15,311,PHX,-4,June
6/16/15,318,DEN,24,June
6/16/15,322,SEA,0,June
6/16/15,325,BOS,36,June
6/16/15,331,DEN,74,June
6/16/15,349,EWR,96,June
6/16/15,351,SEA,3,June
6/16/15,354,IAH,-2,June
6/16/15,358,PDX,36,June
6/16/15,361,LIH,-4,June
6/16/15,390,ORD,116,June
6/16/15,392,LAS,32,June
6/16/15,394,LAS,0,June
6/16/15,408,IAD,17,June
6/16/15,410,DEN,-7,June
6/16/15,427,OGG,6,June
6/16/15,430,EWR,1,June
6/16/15,444,BOS,71,June
6/16/15,455,BOS,1,June
6/16/15,464,PDX,-7,June
6/16/15,468,PHX,-4,June
6/16/15,477,ORD,-3,June
6/16/15,480,PIT,-4,June
6/16/15,489,ORD,135,June
6/16/15,500,IAD,49,June
6/16/15,502,JFK,-1,June
6/16/15,522,PDX,23,June
6/16/15,568,EWR,-6,June
6/16/15,572,ORD,-3,June
6/16/15,587,SNA,6,June
6/16/15,595,PDX,3,June
6/16/15,611,SEA,8,June
6/16/15,624,ORD,7,June
6/16/15,637,JFK,53,June
6/16/15,663,HNL,-1,June
6/16/15,671,DEN,-4,June
6/16/15,698,MCO,8,June
6/16/15,704,JFK,69,June
6/16/15,707,SNA,91,June
6/16/15,710,DEN,26,June
6/16/15,727,LAX,3,June
6/16/15,734,ORD,-10,June
6/16/15,736,EWR,33,June
6/16/15,751,SEA,60,June
6/16/15,758,JFK,7,June
6/16/15,759,EWR,90,June
6/16/15,760,JFK,72,June
6/16/15,816,LAX,-4,June
6/16/15,824,JFK,-2,June
6/16/15,864,BOS,0,June
6/16/15,898,JFK,9,June
6/16/15,1029,DFW,-3,June
6/16/15,1038,IAH,0,June
6/16/15,1060,IAH,4,June
6/16/15,1062,MSP,16,June
6/16/15,1065,EWR,-1,June
6/16/15,1073,BOS,85,June
6/16/15,1074,ORD,117,June
6/16/15,1076,BOS,-3,June
6/16/15,1087,BWI,3,June
6/16/15,1090,IAH,-1,June
6/16/15,1106,MCO,13,June
6/16/15,1111,EWR,7,June
6/16/15,1118,EWR,11,June
6/16/15,1120,IAH,-1,June
6/16/15,1121,AUS,14,June
6/16/15,1122,HNL,12,June
6/16/15,1124,LAS,15,June
6/16/15,1132,DFW,69,June
6/16/15,1135,RDU,8,June
6/16/15,1136,LAX,-1,June
6/16/15,1142,ORD,1,June
6/16/15,1149,IAD,39,June
6/16/15,1156,EWR,65,June
6/16/15,1182,LAX,0,June
6/16/15,1185,EWR,-3,June
6/16/15,1186,IAH,135,June
6/16/15,1187,EWR,94,June
6/16/15,1197,IAH,21,June
6/16/15,1199,SEA,0,June
6/16/15,1215,DEN,6,June
6/16/15,1247,SAN,13,June
6/16/15,1250,IAH,-1,June
6/16/15,1257,ANC,128,June
6/16/15,1273,OGG,36,June
6/16/15,1284,ORD,30,June
6/16/15,1401,SAN,21,June
6/16/15,1440,IAD,20,June
6/16/15,1449,LAS,81,June
6/16/15,1456,EWR,104,June
6/16/15,1474,DEN,-3,June
6/16/15,1497,SEA,4,June
6/16/15,1531,RDU,39,June
6/16/15,1547,ORD,206,June
6/16/15,1556,PDX,61,June
6/16/15,1563,ORD,0,June
6/16/15,1564,LAS,0,June
6/16/15,1579,LAX,13,June
6/16/15,1586,ORD,-3,June
6/16/15,1600,IAD,13,June
6/16/15,1602,ATL,18,June
6/16/15,1606,ORD,33,June
6/16/15,1608,EWR,32,June
6/16/15,1614,LAS,0,June
6/16/15,1635,DEN,230,June
6/16/15,1637,SEA,21,June
6/16/15,1645,IAD,6,June
6/16/15,1662,BOS,73,June
6/16/15,1668,ORD,91,June
6/16/15,1670,HNL,1,June
6/16/15,1671,SAN,-3,June
6/16/15,1681,CLE,31,June
6/16/15,1683,EWR,23,June
6/16/15,1684,LIH,-1,June
6/16/15,1686,DCA,-2,June
6/16/15,1717,ORD,250,June
6/16/15,1721,KOA,2,June
6/16/15,1723,KOA,0,June
6/16/15,1725,OGG,-2,June
6/16/15,1727,IND,14,June
6/16/15,1728,ATL,28,June
6/16/15,1731,SEA,56,June
6/16/15,1742,LAS,0,June
6/16/15,1743,LAX,7,June
6/16/15,1751,LAS,28,June
6/16/15,1753,MCO,7,June
6/16/15,1756,LAX,18,June
6/16/15,1900,SAN,14,June
6/16/15,1914,IAH,200,June
6/16/15,1925,IAD,7,June
6/16/15,1927,IAH,8,June
6/16/15,1937,IAH,6,June
6/16/15,1939,IAD,0,June
6/16/15,1942,SAN,14,June
6/16/15,1946,BOS,-2,June
6/16/15,1947,PHL,6,June
6/16/15,1950,CLE,9,June
6/16/15,1957,IAD,3,June
6/16/15,1960,LAX,0,June
6/16/15,1964,SEA,9,June
6/16/15,1975,FLL,48,June
6/16/15,2000,PHX,-7,June
6/17/15,3,SAN,10,June
6/17/15,72,EWR,-2,June
6/17/15,73,HNL,-3,June
6/17/15,209,LAX,-6,June
6/17/15,230,AUS,109,June
6/17/15,255,DEN,51,June
6/17/15,256,AUS,205,June
6/17/15,267,PHL,23,June
6/17/15,273,SEA,145,June
6/17/15,294,STL,3,June
6/17/15,300,HNL,53,June
6/17/15,309,IAD,0,June
6/17/15,311,PHX,77,June
6/17/15,318,DEN,-7,June
6/17/15,322,SEA,-2,June
6/17/15,325,BOS,21,June
6/17/15,331,DEN,159,June
6/17/15,349,EWR,27,June
6/17/15,354,IAH,0,June
6/17/15,358,PDX,3,June
6/17/15,361,LIH,5,June
6/17/15,367,ORD,46,June
6/17/15,390,ORD,26,June
6/17/15,392,LAS,76,June
6/17/15,394,LAS,70,June
6/17/15,408,IAD,4,June
6/17/15,427,OGG,2,June
6/17/15,444,BOS,-4,June
6/17/15,464,PDX,38,June
6/17/15,468,PHX,-5,June
6/17/15,477,ORD,4,June
6/17/15,480,PIT,26,June
6/17/15,489,ORD,1,June
6/17/15,500,ORD,12,June
6/17/15,502,JFK,0,June
6/17/15,516,IAD,3,June
6/17/15,522,PDX,124,June
6/17/15,560,DFW,49,June
6/17/15,568,EWR,0,June
6/17/15,569,IAH,40,June
6/17/15,572,ORD,-10,June
6/17/15,587,SNA,3,June
6/17/15,595,PDX,52,June
6/17/15,611,SEA,2,June
6/17/15,620,ORD,-6,June
6/17/15,624,ORD,-2,June
6/17/15,637,JFK,14,June
6/17/15,663,HNL,6,June
6/17/15,671,DEN,14,June
6/17/15,698,ORD,26,June
6/17/15,704,JFK,2,June
6/17/15,727,IAD,-3,June
6/17/15,734,ORD,0,June
6/17/15,736,EWR,-2,June
6/17/15,751,SEA,35,June
6/17/15,756,DEN,-3,June
6/17/15,758,JFK,-6,June
6/17/15,759,EWR,120,June
6/17/15,760,JFK,-4,June
6/17/15,816,LAX,39,June
6/17/15,824,JFK,47,June
6/17/15,864,BOS,-2,June
6/17/15,868,IAH,32,June
6/17/15,894,SAN,-10,June
6/17/15,898,JFK,-1,June
6/17/15,1004,LAX,7,June
6/17/15,1060,IAH,-6,June
6/17/15,1062,MSP,63,June
6/17/15,1073,BOS,5,June
6/17/15,1076,BOS,1,June
6/17/15,1087,BWI,77,June
6/17/15,1090,IAH,-2,June
6/17/15,1106,MCO,60,June
6/17/15,1111,EWR,-3,June
6/17/15,1118,EWR,60,June
6/17/15,1122,HNL,405,June
6/17/15,1124,LAS,19,June
6/17/15,1132,DFW,8,June
6/17/15,1135,RDU,3,June
6/17/15,1136,LAX,-1,June
6/17/15,1149,IAD,185,June
6/17/15,1156,EWR,9,June
6/17/15,1185,EWR,0,June
6/17/15,1187,EWR,5,June
6/17/15,1192,LAX,-5,June
6/17/15,1197,IAH,1,June
6/17/15,1199,SEA,-3,June
6/17/15,1215,DEN,31,June
6/17/15,1247,SAN,2,June
6/17/15,1250,IAH,21,June
6/17/15,1257,ANC,14,June
6/17/15,1263,BOS,34,June
6/17/15,1273,OGG,28,June
6/17/15,1284,LAX,49,June
6/17/15,1401,SAN,87,June
6/17/15,1415,ORD,35,June
6/17/15,1449,LAS,-5,June
6/17/15,1456,EWR,12,June
6/17/15,1474,DEN,263,June
6/17/15,1497,SEA,26,June
6/17/15,1521,SEA,0,June
6/17/15,1526,DEN,21,June
6/17/15,1531,RDU,-2,June
6/17/15,1532,EWR,0,June
6/17/15,1556,PDX,0,June
6/17/15,1563,ORD,3,June
6/17/15,1564,LAS,173,June
6/17/15,1579,LAX,10,June
6/17/15,1583,EWR,74,June
6/17/15,1586,ORD,0,June
6/17/15,1600,IAD,34,June
6/17/15,1602,ATL,32,June
6/17/15,1606,ORD,9,June
6/17/15,1608,EWR,31,June
6/17/15,1614,LAS,63,June
6/17/15,1616,SEA,-2,June
6/17/15,1635,DEN,34,June
6/17/15,1637,SEA,217,June
6/17/15,1645,IAD,-1,June
6/17/15,1662,BOS,4,June
6/17/15,1670,HNL,56,June
6/17/15,1673,IAD,66,June
6/17/15,1681,CLE,26,June
6/17/15,1683,EWR,17,June
6/17/15,1684,LIH,59,June
6/17/15,1686,DCA,130,June
6/17/15,1710,LAX,26,June
6/17/15,1717,ORD,16,June
6/17/15,1721,KOA,9,June
6/17/15,1723,KOA,77,June
6/17/15,1725,OGG,-1,June
6/17/15,1727,IND,-1,June
6/17/15,1728,ATL,37,June
6/17/15,1731,SEA,6,June
6/17/15,1742,LAS,61,June
6/17/15,1743,LAX,0,June
6/17/15,1748,AUS,18,June
6/17/15,1751,LAS,7,June
6/17/15,1753,MCO,41,June
6/17/15,1900,SAN,110,June
6/17/15,1912,SNA,31,June
6/17/15,1914,IAH,25,June
6/17/15,1922,EWR,3,June
6/17/15,1925,IAD,0,June
6/17/15,1927,IAH,4,June
6/17/15,1928,ORD,54,June
6/17/15,1937,IAH,18,June
6/17/15,1939,IAD,16,June
6/17/15,1942,SAN,163,June
6/17/15,1946,BOS,34,June
6/17/15,1947,PHL,30,June
6/17/15,1950,CLE,-2,June
6/17/15,1957,MCO,23,June
6/17/15,1960,LAX,15,June
6/17/15,1964,SEA,-1,June
6/17/15,1975,FLL,27,June
6/17/15,2000,PHX,0,June
6/18/15,3,SAN,-2,June
6/18/15,72,EWR,1,June
6/18/15,73,HNL,34,June
6/18/15,209,LAX,208,June
6/18/15,222,LAX,50,June
6/18/15,230,AUS,54,June
6/18/15,255,DEN,0,June
6/18/15,256,AUS,-4,June
6/18/15,267,PHL,-6,June
6/18/15,273,SEA,-1,June
6/18/15,294,STL,62,June
6/18/15,300,HNL,36,June
6/18/15,309,IAD,67,June
6/18/15,318,DEN,12,June
6/18/15,322,SEA,12,June
6/18/15,325,BOS,0,June
6/18/15,331,DEN,6,June
6/18/15,349,EWR,4,June
6/18/15,354,IAH,-3,June
6/18/15,358,PDX,8,June
6/18/15,361,LIH,13,June
6/18/15,362,ORD,94,June
6/18/15,390,ORD,33,June
6/18/15,392,LAS,2,June
6/18/15,394,LAS,-1,June
6/18/15,401,PHX,93,June
6/18/15,408,IAD,11,June
6/18/15,427,OGG,206,June
6/18/15,444,BOS,-2,June
6/18/15,455,BOS,-3,June
6/18/15,464,PDX,1,June
6/18/15,468,PHX,2,June
6/18/15,477,ORD,114,June
6/18/15,480,PIT,16,June
6/18/15,489,ORD,70,June
6/18/15,493,EWR,-2,June
6/18/15,502,JFK,3,June
6/18/15,522,PDX,7,June
6/18/15,560,DFW,92,June
6/18/15,568,EWR,-7,June
6/18/15,572,ORD,-3,June
6/18/15,577,EWR,1,June
6/18/15,587,SNA,25,June
6/18/15,595,PDX,26,June
6/18/15,611,SEA,32,June
6/18/15,620,ORD,-6,June
6/18/15,624,ORD,17,June
6/18/15,637,JFK,18,June
6/18/15,663,HNL,26,June
6/18/15,671,DEN,16,June
6/18/15,698,MCO,10,June
6/18/15,704,JFK,30,June
6/18/15,718,IAH,2,June
6/18/15,727,IAD,8,June
6/18/15,734,ORD,-2,June
6/18/15,736,EWR,0,June
6/18/15,751,SEA,-3,June
6/18/15,758,JFK,-4,June
6/18/15,760,JFK,22,June
6/18/15,776,ORD,20,June
6/18/15,816,LAX,55,June
6/18/15,824,JFK,-3,June
6/18/15,864,BOS,-5,June
6/18/15,898,JFK,28,June
6/18/15,1060,IAH,8,June
6/18/15,1073,BOS,79,June
6/18/15,1074,ORD,0,June
6/18/15,1076,EWR,2,June
6/18/15,1087,BWI,81,June
6/18/15,1089,DEN,-1,June
6/18/15,1090,IAH,0,June
6/18/15,1106,MCO,331,June
6/18/15,1118,EWR,-3,June
6/18/15,1120,IAH,33,June
6/18/15,1121,MSP,37,June
6/18/15,1122,HNL,-5,June
6/18/15,1124,LAS,63,June
6/18/15,1132,DFW,-2,June
6/18/15,1135,RDU,2,June
6/18/15,1136,LAX,45,June
6/18/15,1149,IAD,40,June
6/18/15,1156,EWR,-1,June
6/18/15,1185,EWR,57,June
6/18/15,1186,IAH,9,June
6/18/15,1187,EWR,133,June
6/18/15,1197,IAH,18,June
6/18/15,1199,SEA,0,June
6/18/15,1215,DEN,6,June
6/18/15,1225,BOS,37,June
6/18/15,1247,SAN,-3,June
6/18/15,1250,IAH,-1,June
6/18/15,1257,ANC,109,June
6/18/15,1273,OGG,3,June
6/18/15,1401,SAN,18,June
6/18/15,1440,IAD,0,June
6/18/15,1449,LAS,-6,June
6/18/15,1456,EWR,169,June
6/18/15,1474,DEN,14,June
6/18/15,1497,SEA,39,June
6/18/15,1498,LAX,16,June
6/18/15,1521,SEA,118,June
6/18/15,1526,DEN,28,June
6/18/15,1531,RDU,41,June
6/18/15,1556,PDX,79,June
6/18/15,1563,ORD,0,June
6/18/15,1579,LAX,8,June
6/18/15,1581,OGG,29,June
6/18/15,1583,EWR,34,June
6/18/15,1586,ORD,-4,June
6/18/15,1600,IAD,114,June
6/18/15,1602,ATL,49,June
6/18/15,1606,ORD,34,June
6/18/15,1608,EWR,22,June
6/18/15,1614,LAS,95,June
6/18/15,1616,SEA,-5,June
6/18/15,1635,DEN,0,June
6/18/15,1637,SEA,18,June
6/18/15,1645,IAD,-2,June
6/18/15,1662,BOS,18,June
6/18/15,1668,ORD,4,June
6/18/15,1670,HNL,8,June
6/18/15,1671,SAN,10,June
6/18/15,1673,IAD,144,June
6/18/15,1681,CLE,75,June
6/18/15,1683,EWR,123,June
6/18/15,1684,LIH,8,June
6/18/15,1686,DCA,208,June
6/18/15,1710,LAX,81,June
6/18/15,1717,ORD,38,June
6/18/15,1721,KOA,6,June
6/18/15,1723,KOA,12,June
6/18/15,1725,OGG,0,June
6/18/15,1727,IND,112,June
6/18/15,1728,ATL,72,June
6/18/15,1731,SEA,119,June
6/18/15,1742,LAS,36,June
6/18/15,1743,LAX,-3,June
6/18/15,1748,AUS,-2,June
6/18/15,1751,LAS,34,June
6/18/15,1753,MCO,32,June
6/18/15,1756,LAX,-4,June
6/18/15,1900,SAN,-2,June
6/18/15,1912,SNA,2,June
6/18/15,1914,IAH,-1,June
6/18/15,1925,IAD,67,June
6/18/15,1927,IAH,17,June
6/18/15,1928,ORD,36,June
6/18/15,1937,IAH,3,June
6/18/15,1939,IAD,25,June
6/18/15,1942,SAN,86,June
6/18/15,1946,BOS,26,June
6/18/15,1947,PHL,32,June
6/18/15,1950,CLE,0,June
6/18/15,1960,LAX,8,June
6/18/15,1964,SEA,1,June
6/18/15,1975,FLL,24,June
6/18/15,2000,PHX,-4,June
6/19/15,3,SAN,36,June
6/19/15,72,EWR,12,June
6/19/15,73,HNL,16,June
6/19/15,209,LAX,0,June
6/19/15,222,LAX,3,June
6/19/15,230,AUS,-4,June
6/19/15,255,DEN,154,June
6/19/15,256,AUS,7,June
6/19/15,267,PHL,11,June
6/19/15,294,STL,161,June
6/19/15,300,HNL,20,June
6/19/15,311,PHX,-6,June
6/19/15,318,DEN,-1,June
6/19/15,322,SEA,16,June
6/19/15,325,BOS,0,June
6/19/15,331,DEN,26,June
6/19/15,354,IAH,-5,June
6/19/15,358,PDX,3,June
6/19/15,361,LIH,12,June
6/19/15,362,CLE,6,June
6/19/15,367,ORD,2,June
6/19/15,390,ORD,20,June
6/19/15,392,LAS,-6,June
6/19/15,394,LAS,-5,June
6/19/15,408,IAD,9,June
6/19/15,418,ORD,5,June
6/19/15,427,OGG,19,June
6/19/15,444,BOS,-7,June
6/19/15,455,BOS,-7,June
6/19/15,464,PDX,-3,June
6/19/15,468,PHX,-1,June
6/19/15,477,ORD,0,June
6/19/15,489,ORD,5,June
6/19/15,500,MCO,13,June
6/19/15,502,JFK,0,June
6/19/15,522,PDX,12,June
6/19/15,560,DFW,-2,June
6/19/15,572,ORD,55,June
6/19/15,577,EWR,4,June
6/19/15,587,SNA,-6,June
6/19/15,595,PDX,10,June
6/19/15,611,SEA,160,June
6/19/15,620,ORD,0,June
6/19/15,624,ORD,-1,June
6/19/15,637,JFK,17,June
6/19/15,663,HNL,0,June
6/19/15,671,DEN,-5,June
6/19/15,704,JFK,0,June
6/19/15,718,IAH,17,June
6/19/15,719,IAD,6,June
6/19/15,721,EWR,-4,June
6/19/15,727,IAD,14,June
6/19/15,734,ORD,1,June
6/19/15,736,EWR,-6,June
6/19/15,742,SEA,10,June
6/19/15,751,SEA,2,June
6/19/15,758,JFK,8,June
6/19/15,760,JFK,-1,June
6/19/15,816,LAX,7,June
6/19/15,824,JFK,46,June
6/19/15,864,BOS,-3,June
6/19/15,898,JFK,16,June
6/19/15,1060,IAH,17,June
6/19/15,1062,MSP,30,June
6/19/15,1073,BOS,8,June
6/19/15,1074,ORD,79,June
6/19/15,1076,BOS,-1,June
6/19/15,1087,BWI,29,June
6/19/15,1089,DEN,1,June
6/19/15,1106,MCO,18,June
6/19/15,1111,EWR,8,June
6/19/15,1118,EWR,39,June
6/19/15,1120,IAH,42,June
6/19/15,1122,HNL,6,June
6/19/15,1124,LAS,15,June
6/19/15,1132,DFW,-4,June
6/19/15,1135,RDU,31,June
6/19/15,1136,LAX,12,June
6/19/15,1149,IAD,3,June
6/19/15,1156,EWR,4,June
6/19/15,1185,EWR,6,June
6/19/15,1187,EWR,140,June
6/19/15,1197,IAH,2,June
6/19/15,1199,SEA,57,June
6/19/15,1215,DEN,2,June
6/19/15,1216,IAH,0,June
6/19/15,1232,LAX,8,June
6/19/15,1247,SAN,0,June
6/19/15,1250,IAH,2,June
6/19/15,1257,ANC,2,June
6/19/15,1263,PIT,31,June
6/19/15,1273,OGG,2,June
6/19/15,1284,IAD,36,June
6/19/15,1401,SAN,0,June
6/19/15,1440,IAD,-2,June
6/19/15,1449,LAS,-1,June
6/19/15,1456,EWR,8,June
6/19/15,1474,DEN,2,June
6/19/15,1497,SEA,21,June
6/19/15,1521,SEA,20,June
6/19/15,1526,DEN,8,June
6/19/15,1531,RDU,0,June
6/19/15,1556,PDX,3,June
6/19/15,1563,ORD,-2,June
6/19/15,1564,LAS,-1,June
6/19/15,1579,LAX,8,June
6/19/15,1581,OGG,134,June
6/19/15,1583,EWR,29,June
6/19/15,1586,ORD,-5,June
6/19/15,1600,IAD,82,June
6/19/15,1602,ATL,30,June
6/19/15,1606,ORD,84,June
6/19/15,1608,EWR,156,June
6/19/15,1614,LAS,82,June
6/19/15,1635,DEN,0,June
6/19/15,1637,SEA,2,June
6/19/15,1645,IAD,-3,June
6/19/15,1662,BOS,17,June
6/19/15,1668,ORD,30,June
6/19/15,1670,HNL,4,June
6/19/15,1671,SAN,63,June
6/19/15,1673,IAD,138,June
6/19/15,1683,EWR,10,June
6/19/15,1684,LIH,145,June
6/19/15,1686,DCA,127,June
6/19/15,1710,LAX,34,June
6/19/15,1717,ORD,23,June
6/19/15,1721,KOA,9,June
6/19/15,1723,KOA,-5,June
6/19/15,1725,OGG,7,June
6/19/15,1727,IND,43,June
6/19/15,1728,ATL,-2,June
6/19/15,1731,SEA,0,June
6/19/15,1742,LAS,18,June
6/19/15,1743,LAX,-4,June
6/19/15,1748,AUS,6,June
6/19/15,1751,LAS,37,June
6/19/15,1753,MCO,6,June
6/19/15,1754,EWR,20,June
6/19/15,1756,LAX,82,June
6/19/15,1900,SAN,56,June
6/19/15,1912,SNA,9,June
6/19/15,1914,IAH,19,June
6/19/15,1922,EWR,29,June
6/19/15,1925,IAD,47,June
